




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Cleric Spell 6 (Stone Walk)	KEY:Arcane Cleric Spell ~ Stone Walk	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Stone Walk	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Subvert Planar Essence)	KEY:Arcane Cleric Spell ~ Subvert Planar Essence	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Subvert Planar Essence	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Summon Babau Demon)	KEY:Arcane Cleric Spell ~ Summon Babau Demon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Summon Babau Demon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Summon Monster VI)	KEY:Arcane Cleric Spell ~ Summon Monster VI	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Summon Monster VI	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Sun Scepter)	KEY:Arcane Cleric Spell ~ Sun Scepter	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Sun Scepter	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Suppress Glyph)	KEY:Arcane Cleric Spell ~ Suppress Glyph	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Suppress Glyph	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Sword and Hammer (Greater))	KEY:Arcane Cleric Spell ~ Sword and Hammer (Greater)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Sword and Hammer (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Symbol of Fear)	KEY:Arcane Cleric Spell ~ Symbol of Fear	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Symbol of Fear	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Symbol of Persuasion)	KEY:Arcane Cleric Spell ~ Symbol of Persuasion	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Symbol of Persuasion	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Symbol of Thirst)	KEY:Arcane Cleric Spell ~ Symbol of Thirst	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Symbol of Thirst	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Thousand Needles)	KEY:Arcane Cleric Spell ~ Thousand Needles	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Thousand Needles	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Undeath to Death)	KEY:Arcane Cleric Spell ~ Undeath to Death	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Undeath to Death	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Vengeance Halo)	KEY:Arcane Cleric Spell ~ Vengeance Halo	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Vengeance Halo	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Vigorous Circle)	KEY:Arcane Cleric Spell ~ Vigorous Circle	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Vigorous Circle	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Visage of the Deity)	KEY:Arcane Cleric Spell ~ Visage of the Deity	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Visage of the Deity	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Weight of Sin)	KEY:Arcane Cleric Spell ~ Weight of Sin	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Weight of Sin	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Wind Walk)	KEY:Arcane Cleric Spell ~ Wind Walk	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Wind Walk	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Word of Recall)	KEY:Arcane Cleric Spell ~ Word of Recall	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Word of Recall	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 6 (Zealot Pact)	KEY:Arcane Cleric Spell ~ Zealot Pact	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level6	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=6|Zealot Pact	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=6
Arcane Cleric Spell 7 (Animalistic Power, Mass)	KEY:Arcane Cleric Spell ~ Animalistic Power_ Mass	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Animalistic Power (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Aura of Cold, Greater)	KEY:Arcane Cleric Spell ~ Aura of Cold_ Greater	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Aura of Cold (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Azuth's Spell Shield)	KEY:Arcane Cleric Spell ~ Azuth's Spell Shield	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Azuth's Spell Shield	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Bestow Curse, Greater)	KEY:Arcane Cleric Spell ~ Bestow Curse_ Greater	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Bestow Curse (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Blasphemy)	KEY:Arcane Cleric Spell ~ Blasphemy	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Blasphemy	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Blood to Water)	KEY:Arcane Cleric Spell ~ Blood to Water	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Blood to Water	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Brain Spider)	KEY:Arcane Cleric Spell ~ Brain Spider	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Brain Spider	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Call Kolyarut)	KEY:Arcane Cleric Spell ~ Call Kolyarut	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Call Kolyarut	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Conjure Ice Beast VII)	KEY:Arcane Cleric Spell ~ Conjure Ice Beast VII	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Conjure Ice Beast VII	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Consumptive Field, Greater)	KEY:Arcane Cleric Spell ~ Consumptive Field_ Greater	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Consumptive Field (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Control Weather)	KEY:Arcane Cleric Spell ~ Control Weather	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Control Weather	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Cure Serious Wounds (Mass))	KEY:Arcane Cleric Spell ~ Cure Serious Wounds (Mass)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Cure Serious Wounds (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Death Dragon)	KEY:Arcane Cleric Spell ~ Death Dragon	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Death Dragon	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Destruction)	KEY:Arcane Cleric Spell ~ Destruction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Destruction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Dictum)	KEY:Arcane Cleric Spell ~ Dictum	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Dictum	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Energy Ebb)	KEY:Arcane Cleric Spell ~ Energy Ebb	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Energy Ebb	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Ethereal Jaunt)	KEY:Arcane Cleric Spell ~ Ethereal Jaunt	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Ethereal Jaunt	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Evil Glare)	KEY:Arcane Cleric Spell ~ Evil Glare	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Evil Glare	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Fiendish Clarity)	KEY:Arcane Cleric Spell ~ Fiendish Clarity	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Fiendish Clarity	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Fortunate Fate)	KEY:Arcane Cleric Spell ~ Fortunate Fate	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Fortunate Fate	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Guardian Spirit, Mass)	KEY:Arcane Cleric Spell ~ Guardian Spirit_ Mass	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Guardian Spirit (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Holy Star)	KEY:Arcane Cleric Spell ~ Holy Star	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Holy Star	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Holy Word)	KEY:Arcane Cleric Spell ~ Holy Word	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Holy Word	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Imprison Soul)	KEY:Arcane Cleric Spell ~ Imprison Soul	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Imprison Soul	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Infernal Transformation)	KEY:Arcane Cleric Spell ~ Infernal Transformation	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Infernal Transformation	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Inflict Serious Wounds (Mass))	KEY:Arcane Cleric Spell ~ Inflict Serious Wounds (Mass)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Inflict Serious Wounds (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Investiture Of The Ice Devil)	KEY:Arcane Cleric Spell ~ Investiture Of The Ice Devil	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Investiture Of The Ice Devil	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Mark of the Unfaithful)	KEY:Arcane Cleric Spell ~ Mark of the Unfaithful	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Mark of the Unfaithful	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Minor Servitor)	KEY:Arcane Cleric Spell ~ Minor Servitor	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Minor Servitor	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Nar Fiendbond)	KEY:Arcane Cleric Spell ~ Nar Fiendbond	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Nar Fiendbond	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Necrotic Curse)	KEY:Arcane Cleric Spell ~ Necrotic Curse	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Necrotic Curse	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Necrotic Tumor)	KEY:Arcane Cleric Spell ~ Necrotic Tumor	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Necrotic Tumor	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Open Lesser Chakra)	KEY:Arcane Cleric Spell ~ Open Lesser Chakra	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Open Lesser Chakra	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Pact of Return)	KEY:Arcane Cleric Spell ~ Pact of Return	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Pact of Return	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Plague)	KEY:Arcane Cleric Spell ~ Plague	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Plague	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Planar Bubble)	KEY:Arcane Cleric Spell ~ Planar Bubble	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Planar Bubble	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Plane Shift, Greater)	KEY:Arcane Cleric Spell ~ Plane Shift_ Greater	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Plane Shift (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Psychic Turmoil, Greater)	KEY:Arcane Cleric Spell ~ Psychic Turmoil_ Greater	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Psychic Turmoil (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Pulse of Hate)	KEY:Arcane Cleric Spell ~ Pulse of Hate	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Pulse of Hate	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Radiant Assault)	KEY:Arcane Cleric Spell ~ Radiant Assault	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Radiant Assault	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Ravage)	KEY:Arcane Cleric Spell ~ Ravage	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Ravage	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Ravenous Darkness)	KEY:Arcane Cleric Spell ~ Ravenous Darkness	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Ravenous Darkness	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Refuge)	KEY:Arcane Cleric Spell ~ Refuge	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Refuge	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Regenerate)	KEY:Arcane Cleric Spell ~ Regenerate	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Regenerate	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Rejuvenating Light)	KEY:Arcane Cleric Spell ~ Rejuvenating Light	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Rejuvenating Light	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Renewal Pact)	KEY:Arcane Cleric Spell ~ Renewal Pact	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Renewal Pact	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Restoration (Greater))	KEY:Arcane Cleric Spell ~ Restoration (Greater)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Restoration (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Restoration, Mass)	KEY:Arcane Cleric Spell ~ Restoration_ Mass	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Restoration (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Resurrection)	KEY:Arcane Cleric Spell ~ Resurrection	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Resurrection	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Righteous Glare)	KEY:Arcane Cleric Spell ~ Righteous Glare	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Righteous Glare	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Righteous Wrath of the Faithful)	KEY:Arcane Cleric Spell ~ Righteous Wrath of the Faithful	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Righteous Wrath of the Faithful	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Seed of Undeath (Greater))	KEY:Arcane Cleric Spell ~ Seed of Undeath (Greater)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Seed of Undeath (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Shadow Trap)	KEY:Arcane Cleric Spell ~ Shadow Trap	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shadow Trap	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Shield of Lathander (Greater))	KEY:Arcane Cleric Spell ~ Shield of Lathander (Greater)	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shield of Lathander (Greater)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Slime Wave)	KEY:Arcane Cleric Spell ~ Slime Wave	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Slime Wave	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Spark of Life)	KEY:Arcane Cleric Spell ~ Spark of Life	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spark of Life	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Spell Resitance, Mass)	KEY:Arcane Cleric Spell ~ Spell Resitance_ Mass	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Reisitance (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Spell Resistance, Mass)	KEY:Arcane Cleric Spell ~ Spell Resistance_ Mass	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Resistance (Mass)	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Cleric Spell 7 (Summon Aspect of Bahamut)	KEY:Arcane Cleric Spell ~ Summon Aspect of Bahamut	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Summon Aspect of Bahamut	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
